     ?column?     | prov_cd |  substr  | count |       sum       |      sum       |       sum       |      sum      
 Mo97120230202 |     971 | 20230202 |   570 |   551993.000000 |       0.000000 |    11.000000
 Mo37120230201 |     371 | 20230201 |  1107 | 10857323.000000 |       0.000000 |   555.000000
 Mo25020230201 |     250 | 20230201 |  1670 | 14795147.000000 |  154653.000000 |   172.000000
 Mo89120230207 |     891 | 20230207 |    97 |   197029.000000 |     123.000000 |     0.000000
 Mo93120230201 |     931 | 20230201 |   748 |  2720231.000000 |       1.000000 |     0.000000
 Mo10020230209 |     100 | 20230209 |  4562 |  4716992.000000 |       0.000000 |     0.000000
 Mo55120230202 |     551 | 20230202 |   771 |  4809078.000000 |       0.000000 |   154.000000
 Mo79120230209 |     791 | 20230209 |   656 |    11921.000000 |       0.000000 |     0.000000
 Mo99120230201 |     991 | 20230201 |   343 |  1392636.000000 |    2434.000000 |     6.000000
 Mo87120230207 |     871 | 20230207 |   718 |  4413355.000000 |      26.000000 |   200.000000
 Mo85120230210 |     851 | 20230210 |   747 |   217997.000000 |       1.000000 |     0.000000
 Mo27020230208 |     270 | 20230208 |   595 | 10555413.000000 |   91352.000000 |   374.000000
 Mo22020230210 |     220 | 20230210 |   173 |    75193.000000 |       0.000000 |     1.000000
 Mo79120230205 |     791 | 20230205 |   849 |   136258.000000 |       0.000000 |     0.000000
 Mo37120230210 |     371 | 20230210 |   273 |  1047000.000000 |       0.000000 |    35.000000
 Mo55120230204 |     551 | 20230204 |   813 |  4568496.000000 |       1.000000 |   108.000000
 Mo29020230204 |     290 | 20230204 |   586 |  4683619.000000 |    6297.000000 |     0.000000
 Mo85120230207 |     851 | 20230207 |  2884 |  3883419.000000 |     214.000000 |     0.000000
 Mo20020230209 |     200 | 20230209 |  1277 |        0.000000 |       0.000000 |     0.000000
 Mo57120230210 |     571 | 20230210 |   452 |   145344.000000 |   79373.000000 |     0.000000
 Mo45120230208 |     451 | 20230208 |  1871 |  4720040.000000 |     632.000000 |     0.000000
 Mo73120230202 |     731 | 20230202 |  1063 |  7974580.000000 |       0.000000 |   195.000000
 Mo29020230205 |     290 | 20230205 |   618 |  4529744.000000 |    5291.000000 |     0.000000
 Mo93120230209 |     931 | 20230209 |   787 |  3187157.000000 |       0.000000 |     0.000000
 Mo22020230208 |     220 | 20230208 |   669 |  2899370.000000 |      42.000000 |     1.000000
 Mo85120230204 |     851 | 20230204 |  2891 |  3308775.000000 |      63.000000 |     0.000000
 Mo24020230204 |     240 | 20230204 |   144 |        0.000000 |       0.000000 |     0.000000
 Mo27020230206 |     270 | 20230206 |   605 | 11352237.000000 |   92528.000000 |   291.000000
 Mo89120230202 |     891 | 20230202 |    97 |   187131.000000 |     173.000000 |     0.000000
 Mo22020230204 |     220 | 20230204 |   671 |  2349208.000000 |       0.000000 |     0.000000
 Mo47120230201 |     471 | 20230201 |  1579 |  2133358.000000 |       0.000000 |     0.000000
 Mo25020230207 |     250 | 20230207 |  1674 | 15423592.000000 |  170920.000000 |   154.000000
 Mo29020230208 |     290 | 20230208 |   593 |  5347765.000000 |    6492.000000 |     0.000000
 Mo93120230210 |     931 | 20230210 |   163 |   157496.000000 |       0.000000 |     0.000000
 Mo23020230202 |     230 | 20230202 |   575 |  4953415.000000 |       0.000000 |     0.000000
 Mo99120230204 |     991 | 20230204 |   328 |  1293286.000000 |    1978.000000 |     0.000000
 Mo10020230203 |     100 | 20230203 |  4559 |  4603328.000000 |       0.000000 |     0.000000
 Mo31120230205 |     311 | 20230205 |  1107 | 14935575.000000 |     130.000000 |     0.000000
 Mo29020230201 |     290 | 20230201 |   603 |  6545259.000000 |    9491.000000 |     0.000000
 Mo57120230201 |     571 | 20230201 |  1733 |  5735495.000000 |  320565.000000 |     0.000000
 Mo59120230206 |     591 | 20230206 |   358 |   249458.000000 |       0.000000 |     0.000000
 Mo87120230201 |     871 | 20230201 |   737 |  4023214.000000 |      57.000000 |   192.000000
 Mo97120230204 |     971 | 20230204 |   570 |   468177.000000 |       0.000000 |     4.000000
 Mo10020230207 |     100 | 20230207 |  4551 |  4308878.000000 |       0.000000 |     0.000000
 Mo45120230209 |     451 | 20230209 |  1872 |  4183206.000000 |    1128.000000 |     0.000000
 Mo21020230204 |     210 | 20230204 |   741 |     9130.000000 |       0.000000 |     0.000000
 Mo87120230209 |     871 | 20230209 |   716 |  4597524.000000 |      16.000000 |   303.000000
 Mo79120230202 |     791 | 20230202 |   855 |   133712.000000 |       0.000000 |     0.000000
 Mo89120230208 |     891 | 20230208 |    97 |   222338.000000 |     131.000000 |     0.000000
 Mo57120230206 |     571 | 20230206 |  1734 |  6210799.000000 |  311613.000000 |     0.000000
 Mo85120230202 |     851 | 20230202 |  2884 |  3762440.000000 |      19.000000 |     1.000000
 Mo43120230202 |     431 | 20230202 |   662 |  2112306.000000 |       0.000000 |     0.000000
 Mo73120230205 |     731 | 20230205 |  1061 |  6820297.000000 |       0.000000 |   148.000000
 Mo77120230210 |     771 | 20230210 |   456 |   109060.000000 |       7.000000 |     2.000000
 Mo47120230204 |     471 | 20230204 |  1581 |  1814535.000000 |       0.000000 |     0.000000
 Mo73120230201 |     731 | 20230201 |  1063 |  7449812.000000 |       0.000000 |   146.000000
 Mo89820230207 |     898 | 20230207 |   522 |  2105074.000000 |       0.000000 |    28.000000
 Mo77120230201 |     771 | 20230201 |  1733 |  2477670.000000 |    2051.000000 |    60.000000
 Mo27020230201 |     270 | 20230201 |   586 |  9644340.000000 |   82334.000000 |   302.000000
 Mo59120230202 |     591 | 20230202 |   381 |   307277.000000 |       0.000000 |     0.000000
 Mo59120230205 |     591 | 20230205 |   349 |   266154.000000 |       0.000000 |     0.000000
 Mo43120230210 |     431 | 20230210 |   178 |    86099.000000 |       0.000000 |     0.000000
 Mo23020230207 |     230 | 20230207 |   575 |  5320767.000000 |       5.000000 |     0.000000
 Mo73120230203 |     731 | 20230203 |  1062 |  8169477.000000 |       0.000000 |   203.000000
 Mo53120230209 |     531 | 20230209 |  1574 | 18912673.000000 |  397806.000000 | 29918.000000
 Mo53120230202 |     531 | 20230202 |  1524 | 15967896.000000 |  623241.000000 | 26796.000000
 Mo10020230202 |     100 | 20230202 |  4492 |  4478570.000000 |       0.000000 |     0.000000
 Mo25020230209 |     250 | 20230209 |  1779 | 17014340.000000 |  171652.000000 |   219.000000
 Mo35120230206 |     351 | 20230206 |   955 |  3091998.000000 |       0.000000 |     0.000000
 Mo55120230208 |     551 | 20230208 |   862 |  5503351.000000 |       0.000000 |   185.000000
 Mo43120230205 |     431 | 20230205 |   651 |  1292424.000000 |       0.000000 |     0.000000
 Mo47120230207 |     471 | 20230207 |  1581 |  2135852.000000 |       0.000000 |     0.000000
 Mo27020230203 |     270 | 20230203 |   603 | 11140008.000000 |   83260.000000 |   255.000000
 Mo21020230210 |     210 | 20230210 |   101 |     2304.000000 |       0.000000 |     0.000000
 Mo35120230204 |     351 | 20230204 |   949 |  2592888.000000 |       0.000000 |     0.000000
 Mo99120230208 |     991 | 20230208 |   360 |  1503055.000000 |    2326.000000 |     2.000000
 Mo29020230207 |     290 | 20230207 |   627 |  5277261.000000 |    6938.000000 |     0.000000
 Mo22020230209 |     220 | 20230209 |   670 |  2994762.000000 |      54.000000 |     2.000000
 Mo57120230203 |     571 | 20230203 |  1733 |  6510858.000000 |  316000.000000 |     0.000000
 Mo20020230210 |     200 | 20230210 |   332 |        0.000000 |       0.000000 |     0.000000
 Mo73120230209 |     731 | 20230209 |  1063 |  8485174.000000 |       0.000000 |   370.000000
 Mo55120230206 |     551 | 20230206 |   846 |  5667528.000000 |       1.000000 |   159.000000
 Mo20020230205 |     200 | 20230205 |  1272 |       37.000000 |       0.000000 |     0.000000
 Mo79120230206 |     791 | 20230206 |   847 |   117212.000000 |       0.000000 |     0.000000
 Mo87120230205 |     871 | 20230205 |   716 |  3440840.000000 |      35.000000 |   102.000000
 Mo43120230201 |     431 | 20230201 |   662 |  1672510.000000 |       0.000000 |     0.000000
 Mo47120230202 |     471 | 20230202 |  1582 |  2094211.000000 |       0.000000 |     0.000000
 Mo79120230204 |     791 | 20230204 |   849 |   126955.000000 |       0.000000 |     0.000000
 Mo35120230202 |     351 | 20230202 |   957 |  2887692.000000 |       0.000000 |     0.000000
 Mo21020230201 |     210 | 20230201 |   751 |    11652.000000 |       0.000000 |     0.000000
 Mo77120230202 |     771 | 20230202 |  1736 |  2501432.000000 |    1188.000000 |    36.000000
 Mo55120230207 |     551 | 20230207 |   837 |  5403351.000000 |       0.000000 |   228.000000
 Mo31120230209 |     311 | 20230209 |   983 | 11163283.000000 |     118.000000 |     0.000000
 Mo97120230209 |     971 | 20230209 |   640 |   600679.000000 |       0.000000 |    10.000000
 Mo47120230210 |     471 | 20230210 |   405 |    71294.000000 |       0.000000 |     0.000000
 Mo22020230205 |     220 | 20230205 |   670 |  2014483.000000 |      12.000000 |     0.000000
 Mo31120230207 |     311 | 20230207 |  1148 | 16441551.000000 |     102.000000 |     0.000000
 Mo24020230205 |     240 | 20230205 |   144 |        0.000000 |       0.000000 |     0.000000
 Mo89120230206 |     891 | 20230206 |    97 |   210950.000000 |     100.000000 |     0.000000
 Mo73120230208 |     731 | 20230208 |  1063 |  9017737.000000 |       0.000000 |   298.000000
 Mo73120230206 |     731 | 20230206 |  1065 |  9937752.000000 |       0.000000 |   229.000000
 Mo99120230202 |     991 | 20230202 |   340 |  1410388.000000 |    4444.000000 |     2.000000
 Mo97120230201 |     971 | 20230201 |   578 |   593993.000000 |       0.000000 |     2.000000
 Mo55120230205 |     551 | 20230205 |   808 |  4116055.000000 |       0.000000 |   150.000000
 Mo53120230203 |     531 | 20230203 |  1518 | 17554563.000000 |  631083.000000 | 21135.000000
 Mo93120230202 |     931 | 20230202 |   762 |  3159570.000000 |       0.000000 |     0.000000
 Mo20020230203 |     200 | 20230203 |  1276 |      817.000000 |       0.000000 |     0.000000
 Mo47120230208 |     471 | 20230208 |  1580 |  2182327.000000 |       0.000000 |     0.000000
 Mo21020230205 |     210 | 20230205 |   746 |    10252.000000 |       0.000000 |     0.000000
 Mo87120230203 |     871 | 20230203 |   720 |  4048885.000000 |      44.000000 |   163.000000
 Mo77120230203 |     771 | 20230203 |  1734 |  2695340.000000 |    1630.000000 |    68.000000
 Mo53120230206 |     531 | 20230206 |  1528 | 18080495.000000 |  492733.000000 | 28440.000000
 Mo25020230202 |     250 | 20230202 |  1667 | 14863523.000000 |  161074.000000 |   180.000000
 Mo79120230201 |     791 | 20230201 |   853 |   128751.000000 |       0.000000 |     0.000000
 Mo10020230205 |     100 | 20230205 |  4552 |  3708467.000000 |       0.000000 |     0.000000
 Mo31120230206 |     311 | 20230206 |  1002 | 12686849.000000 |     187.000000 |     0.000000
 Mo23020230203 |     230 | 20230203 |   575 |  5332354.000000 |       0.000000 |     0.000000
 Mo85120230206 |     851 | 20230206 |  2888 |  3904484.000000 |      42.000000 |     1.000000
 Mo77120230209 |     771 | 20230209 |  1732 |  2866301.000000 |    1665.000000 |    84.000000
 Mo87120230204 |     871 | 20230204 |   720 |  3568643.000000 |      15.000000 |   139.000000
 Mo24020230208 |     240 | 20230208 |   144 |        0.000000 |       0.000000 |     0.000000
 Mo89820230201 |     898 | 20230201 |   568 |  3729609.000000 |       0.000000 |    65.000000
 Mo25020230210 |     250 | 20230210 |   394 |  1351977.000000 |    8961.000000 |    27.000000
 Mo55120230209 |     551 | 20230209 |   809 |  5514625.000000 |       0.000000 |   177.000000
 Mo89120230205 |     891 | 20230205 |    97 |   173119.000000 |      88.000000 |     1.000000
 Mo59120230209 |     591 | 20230209 |   359 |   315453.000000 |       0.000000 |     0.000000
 Mo97120230207 |     971 | 20230207 |   572 |   618076.000000 |       0.000000 |    18.000000
 Mo95120230209 |     951 | 20230209 |   579 |   947606.000000 |       0.000000 |     0.000000
 Mo77120230208 |     771 | 20230208 |  1734 |  2772803.000000 |    1423.000000 |    81.000000
 Mo89820230208 |     898 | 20230208 |   528 |  2146203.000000 |       0.000000 |    42.000000
 Mo45120230202 |     451 | 20230202 |  1872 |  3451281.000000 |    2191.000000 |     0.000000
 Mo29020230202 |     290 | 20230202 |   638 |  5371576.000000 |    6907.000000 |     0.000000
 Mo23020230204 |     230 | 20230204 |   575 |  4610913.000000 |       3.000000 |     0.000000
 Mo93120230204 |     931 | 20230204 |   727 |  2639892.000000 |       0.000000 |     0.000000
 Mo21020230203 |     210 | 20230203 |   792 |    12844.000000 |       0.000000 |     0.000000
 Mo35120230201 |     351 | 20230201 |   932 |  2812994.000000 |       0.000000 |     0.000000
 Mo89820230209 |     898 | 20230209 |   525 |  2149147.000000 |       0.000000 |    32.000000
 Mo43120230203 |     431 | 20230203 |   654 |  1747569.000000 |       0.000000 |     0.000000
 Mo37120230204 |     371 | 20230204 |  1112 | 11311248.000000 |       0.000000 |   434.000000
 Mo24020230202 |     240 | 20230202 |   144 |        0.000000 |       0.000000 |     0.000000
 Mo22020230202 |     220 | 20230202 |   669 |  2473792.000000 |      48.000000 |     1.000000
 Mo37120230208 |     371 | 20230208 |  1125 | 12615619.000000 |       0.000000 |   746.000000
 Mo10020230206 |     100 | 20230206 |  4557 |  4445898.000000 |       0.000000 |     1.000000
 Mo97120230203 |     971 | 20230203 |   582 |   564956.000000 |       0.000000 |     4.000000
 Mo24020230209 |     240 | 20230209 |   144 |        0.000000 |       0.000000 |     0.000000
 Mo97120230205 |     971 | 20230205 |   580 |   505193.000000 |       0.000000 |     6.000000
 Mo99120230203 |     991 | 20230203 |   380 |  1440444.000000 |    3002.000000 |     6.000000
 Mo95120230202 |     951 | 20230202 |   578 |   858190.000000 |       0.000000 |     0.000000
 Mo87120230206 |     871 | 20230206 |   731 |  4172101.000000 |      36.000000 |   197.000000
 Mo57120230208 |     571 | 20230208 |  1733 |  6634314.000000 |  308123.000000 |     0.000000
 Mo55120230201 |     551 | 20230201 |   808 |  4897951.000000 |       0.000000 |   159.000000
 Mo10020230208 |     100 | 20230208 |  4548 |  4904156.000000 |       0.000000 |     0.000000
 Mo23020230205 |     230 | 20230205 |   575 |  4820425.000000 |       0.000000 |     0.000000
 Mo37120230203 |     371 | 20230203 |  1106 | 12429139.000000 |       0.000000 |   401.000000
 Mo89120230203 |     891 | 20230203 |    97 |   204566.000000 |     176.000000 |     1.000000
 Mo79120230208 |     791 | 20230208 |   820 |    12993.000000 |       0.000000 |     0.000000
 Mo35120230210 |     351 | 20230210 |   240 |   138633.000000 |       0.000000 |     0.000000
 Mo57120230207 |     571 | 20230207 |  1735 |  6097722.000000 |  307868.000000 |     0.000000
 Mo93120230203 |     931 | 20230203 |   767 |  3114516.000000 |       0.000000 |     0.000000
 Mo23020230208 |     230 | 20230208 |   575 |  5171057.000000 |       3.000000 |     0.000000
 Mo87120230210 |     871 | 20230210 |   147 |   211389.000000 |       0.000000 |     7.000000
 Mo27020230207 |     270 | 20230207 |   609 | 11691436.000000 |   92355.000000 |   396.000000
 Mo21020230206 |     210 | 20230206 |   809 |    13015.000000 |       0.000000 |     0.000000
 Mo22020230207 |     220 | 20230207 |   670 |  2744436.000000 |      12.000000 |     1.000000
 Mo37120230209 |     371 | 20230209 |  1106 | 13260039.000000 |       0.000000 |   765.000000
 Mo59120230204 |     591 | 20230204 |   337 |   332876.000000 |       0.000000 |     0.000000
 Mo73120230204 |     731 | 20230204 |  1064 |  6369985.000000 |       0.000000 |   194.000000
 Mo55120230210 |     551 | 20230210 |   221 |   181873.000000 |       0.000000 |     1.000000
 Mo89820230202 |     898 | 20230202 |   542 |  2184847.000000 |       0.000000 |    79.000000
 Mo95120230210 |     951 | 20230210 |   150 |    39022.000000 |       0.000000 |     0.000000
 Mo99120230210 |     991 | 20230210 |    60 |   163288.000000 |     116.000000 |     0.000000
 Mo25020230205 |     250 | 20230205 |  1605 | 12464215.000000 |  145094.000000 |   122.000000
 Mo59120230207 |     591 | 20230207 |   377 |   320571.000000 |       0.000000 |     0.000000
 Mo25020230203 |     250 | 20230203 |  1697 | 15485556.000000 |  164060.000000 |   121.000000
 Mo20020230206 |     200 | 20230206 |  1276 |       21.000000 |       0.000000 |     0.000000
 Mo31120230203 |     311 | 20230203 |   969 | 10689265.000000 |     136.000000 |     0.000000
 Mo35120230208 |     351 | 20230208 |   969 |  3065532.000000 |       0.000000 |     0.000000
 Mo35120230205 |     351 | 20230205 |   967 |  2537699.000000 |       0.000000 |     0.000000
 Mo21020230207 |     210 | 20230207 |   840 |    13645.000000 |       0.000000 |     0.000000
 Mo43120230204 |     431 | 20230204 |   662 |  1378827.000000 |       0.000000 |     0.000000
 Mo77120230206 |     771 | 20230206 |  1680 |  2842347.000000 |    1224.000000 |    53.000000
 Mo24020230203 |     240 | 20230203 |   144 |        0.000000 |       0.000000 |     0.000000
 Mo10020230204 |     100 | 20230204 |  4547 |  3882812.000000 |       0.000000 |     0.000000
 Mo89120230204 |     891 | 20230204 |    97 |   162553.000000 |      97.000000 |     0.000000
 Mo99120230205 |     991 | 20230205 |   311 |  1387477.000000 |    2172.000000 |     2.000000
 Mo73120230210 |     731 | 20230210 |   279 |   292718.000000 |       0.000000 |    23.000000
 Mo43120230208 |     431 | 20230208 |   671 |  1909194.000000 |       0.000000 |     0.000000
 Mo22020230203 |     220 | 20230203 |   670 |  2795564.000000 |      90.000000 |     1.000000
 Mo77120230205 |     771 | 20230205 |  1734 |  2418326.000000 |    3564.000000 |    34.000000
 Mo53120230204 |     531 | 20230204 |  1520 | 12915396.000000 |  828899.000000 | 10638.000000
 Mo27020230204 |     270 | 20230204 |   585 |  8696177.000000 |   74684.000000 |   256.000000
 Mo95120230201 |     951 | 20230201 |   578 |   819326.000000 |       0.000000 |     0.000000
 Mo31120230208 |     311 | 20230208 |   970 | 11834637.000000 |     141.000000 |     0.000000
 Mo22020230201 |     220 | 20230201 |   670 |  2698644.000000 |      42.000000 |     0.000000
 Mo95120230205 |     951 | 20230205 |   578 |   704776.000000 |       0.000000 |     0.000000
 Mo85120230201 |     851 | 20230201 |  2881 |  3834355.000000 |      81.000000 |     0.000000
 Mo29020230203 |     290 | 20230203 |   615 |  5302116.000000 |    6904.000000 |     0.000000
 Mo23020230206 |     230 | 20230206 |   575 |  5775370.000000 |       0.000000 |     0.000000
 Mo35120230207 |     351 | 20230207 |   965 |  2997430.000000 |       0.000000 |     0.000000
 Mo99120230209 |     991 | 20230209 |   362 |  1531490.000000 |    2641.000000 |     6.000000
 Mo59120230208 |     591 | 20230208 |   359 |   312517.000000 |       0.000000 |     0.000000
 Mo37120230207 |     371 | 20230207 |  1115 | 12295103.000000 |       0.000000 |   906.000000
 Mo29020230209 |     290 | 20230209 |   633 |  5299278.000000 |    6613.000000 |     0.000000
 Mo79120230210 |     791 | 20230210 |    86 |      233.000000 |       0.000000 |     0.000000
 Mo43120230206 |     431 | 20230206 |   657 |  1671891.000000 |       0.000000 |     0.000000
 Mo59120230210 |     591 | 20230210 |   370 |   361973.000000 |       0.000000 |     0.000000
 Mo27020230202 |     270 | 20230202 |   586 |  9584696.000000 |   82908.000000 |   265.000000
 Mo89820230210 |     898 | 20230210 |   104 |   204453.000000 |       0.000000 |     1.000000
 Mo73120230207 |     731 | 20230207 |  1061 |  9054708.000000 |       0.000000 |   170.000000
 Mo57120230204 |     571 | 20230204 |  1734 |  4925096.000000 |  316204.000000 |     0.000000
 Mo21020230209 |     210 | 20230209 |   855 |    14814.000000 |       0.000000 |     0.000000
 Mo20020230201 |     200 | 20230201 |  1272 |       12.000000 |       0.000000 |     0.000000
 Mo10020230210 |     100 | 20230210 |  1145 |   453538.000000 |       0.000000 |     0.000000
 Mo95120230203 |     951 | 20230203 |   578 |   883665.000000 |       1.000000 |     0.000000
 Mo47120230206 |     471 | 20230206 |  1582 |  2419399.000000 |       0.000000 |     0.000000
 Mo57120230209 |     571 | 20230209 |  1734 |  6088544.000000 |  307133.000000 |     0.000000
 Mo89120230209 |     891 | 20230209 |    97 |   204706.000000 |     101.000000 |     0.000000
 Mo35120230203 |     351 | 20230203 |   962 |  2883119.000000 |       0.000000 |     0.000000
 Mo93120230206 |     931 | 20230206 |   773 |  2752272.000000 |       0.000000 |     0.000000
 Mo97120230206 |     971 | 20230206 |   578 |   538809.000000 |       0.000000 |     3.000000
 Mo21020230208 |     210 | 20230208 |   822 |    15185.000000 |       0.000000 |     0.000000
 Mo53120230207 |     531 | 20230207 |  1554 | 17437237.000000 |  405100.000000 |   961.000000
 Mo29020230206 |     290 | 20230206 |   622 |  5378289.000000 |    6311.000000 |     0.000000
 Mo45120230207 |     451 | 20230207 |  1872 |  4334057.000000 |    1365.000000 |     0.000000
 Mo43120230209 |     431 | 20230209 |   667 |  1795980.000000 |       0.000000 |     0.000000
 Mo22020230206 |     220 | 20230206 |   669 |  2670029.000000 |      87.000000 |     0.000000
 Mo99120230207 |     991 | 20230207 |   364 |  1483781.000000 |    2493.000000 |     0.000000
 Mo45120230205 |     451 | 20230205 |  1870 |  3717636.000000 |     344.000000 |     0.000000
 Mo93120230207 |     931 | 20230207 |   787 |  2527347.000000 |       1.000000 |     0.000000
 Mo89820230206 |     898 | 20230206 |   545 |  2305515.000000 |       0.000000 |    40.000000
 Mo45120230210 |     451 | 20230210 |   484 |   236777.000000 |       0.000000 |     0.000000
 Mo35120230209 |     351 | 20230209 |   975 |  2959017.000000 |       0.000000 |     0.000000
 Mo25020230208 |     250 | 20230208 |  1747 | 16308278.000000 |  165573.000000 |   186.000000
 Mo23020230210 |     230 | 20230210 |   149 |   237561.000000 |       0.000000 |     0.000000
 Mo87120230202 |     871 | 20230202 |   729 |  3894360.000000 |      46.000000 |   197.000000
 Mo57120230202 |     571 | 20230202 |  1732 |  6075492.000000 |  321550.000000 |     3.000000
 Mo43120230207 |     431 | 20230207 |   666 |  1743307.000000 |       0.000000 |     0.000000
 Mo53120230210 |     531 | 20230210 |   364 |   386081.000000 |   14377.000000 |  4647.000000
 Mo89820230204 |     898 | 20230204 |   586 |  2458814.000000 |       0.000000 |    32.000000
 Mo85120230208 |     851 | 20230208 |  2881 |  3942179.000000 |      40.000000 |     0.000000
 Mo77120230204 |     771 | 20230204 |  1729 |  2454551.000000 |    1489.000000 |    46.000000
 Mo20020230208 |     200 | 20230208 |  1270 |        4.000000 |       0.000000 |     0.000000
 Mo37120230202 |     371 | 20230202 |  1095 | 11248834.000000 |       0.000000 |   554.000000
 Mo27020230210 |     270 | 20230210 |   146 |   396325.000000 |    3396.000000 |    23.000000
 Mo24020230201 |     240 | 20230201 |   144 |        0.000000 |       0.000000 |     0.000000
 Mo31120230202 |     311 | 20230202 |   926 |  9711644.000000 |     132.000000 |     0.000000
 Mo24020230207 |     240 | 20230207 |   144 |        0.000000 |       0.000000 |     0.000000
 Mo95120230207 |     951 | 20230207 |   579 |   952109.000000 |       0.000000 |     0.000000
 Mo99120230206 |     991 | 20230206 |   367 |  1490275.000000 |    2970.000000 |     0.000000
 Mo53120230205 |     531 | 20230205 |  1505 | 13005949.000000 |  707831.000000 |  4425.000000
 Mo27020230205 |     270 | 20230205 |   581 |  8248053.000000 |   74548.000000 |   236.000000
 Mo45120230203 |     451 | 20230203 |  1872 |  3847056.000000 |     195.000000 |     0.000000
 Mo37120230205 |     371 | 20230205 |  1106 | 10080800.000000 |       0.000000 |   295.000000
 Mo79120230207 |     791 | 20230207 |   862 |   159051.000000 |       0.000000 |     0.000000
 Mo97120230210 |     971 | 20230210 |   159 |    29972.000000 |       0.000000 |     0.000000
 Mo20020230207 |     200 | 20230207 |  1276 |       15.000000 |       0.000000 |     0.000000
 Mo31120230210 |     311 | 20230210 |   212 |   280871.000000 |      21.000000 |     0.000000
 Mo79120230203 |     791 | 20230203 |   853 |   139878.000000 |       0.000000 |     0.000000
(300 rows)

    ?column?    | prov_cd |  substr  | count |      sum      |   sum    |   sum    
----------------+---------+----------+-------+---------------+----------+----------
 RMM87120230206 |     871 | 20230206 |    24 |  40869.000000 | 2.000000 | 0.000000
 RMM24020230207 |     240 | 20230207 |    24 |  10251.000000 | 0.000000 | 0.000000
 RMM77120230204 |     771 | 20230204 |    24 |  30629.000000 | 0.000000 | 0.000000
 RMM53120230210 |     531 | 20230210 |     4 |   1297.000000 | 0.000000 | 0.000000
 RMM28020230206 |     280 | 20230206 |    24 |  46479.000000 | 0.000000 | 0.000000
 RMM45120230206 |     451 | 20230206 |    24 |   8794.000000 | 0.000000 | 0.000000
 RMM29020230210 |     290 | 20230210 |     5 |   1293.000000 | 0.000000 | 0.000000
 RMM43120230210 |     431 | 20230210 |     5 |    366.000000 | 0.000000 | 0.000000
 RMM31120230206 |     311 | 20230206 |    24 |  21112.000000 | 2.000000 | 0.000000
 RMM45120230209 |     451 | 20230209 |    24 |   8926.000000 | 0.000000 | 0.000000
 RMM28020230210 |     280 | 20230210 |     5 |   2302.000000 | 0.000000 | 0.000000
 RMM27020230201 |     270 | 20230201 |    24 |  28650.000000 | 0.000000 | 0.000000
 RMM21020230206 |     210 | 20230206 |    24 |  26254.000000 | 1.000000 | 0.000000
 RMM43120230207 |     431 | 20230207 |    24 |   9523.000000 | 0.000000 | 0.000000
 RMM55120230210 |     551 | 20230210 |     5 |   1220.000000 | 0.000000 | 0.000000
 RMM25020230203 |     250 | 20230203 |    24 |  52964.000000 | 2.000000 | 0.000000
 RMM10020230209 |     100 | 20230209 |    24 |  24321.000000 | 0.000000 | 0.000000
 RMM89120230206 |     891 | 20230206 |    24 |   6000.000000 | 0.000000 | 0.000000
 RMM27020230204 |     270 | 20230204 |    24 |  30074.000000 | 0.000000 | 0.000000
 RMM24020230202 |     240 | 20230202 |    24 |  10184.000000 | 0.000000 | 0.000000
 RMM93120230210 |     931 | 20230210 |     4 |    862.000000 | 0.000000 | 0.000000
 RMM24020230209 |     240 | 20230209 |    24 |  11083.000000 | 0.000000 | 0.000000
 RMM31120230207 |     311 | 20230207 |    24 |  20988.000000 | 0.000000 | 0.000000
 RMM37120230208 |     371 | 20230208 |    24 |  39378.000000 | 0.000000 | 0.000000
 RMM25020230205 |     250 | 20230205 |    23 |  38953.000000 | 0.000000 | 0.000000
 RMM73120230207 |     731 | 20230207 |    24 |  38875.000000 | 0.000000 | 0.000000
 RMM22020230204 |     220 | 20230204 |    24 |   4879.000000 | 0.000000 | 0.000000
 RMM55120230208 |     551 | 20230208 |    24 |  34937.000000 | 0.000000 | 0.000000
 RMM53120230209 |     531 | 20230209 |    24 |  32771.000000 | 0.000000 | 0.000000
 RMM10020230204 |     100 | 20230204 |    24 |  18494.000000 | 0.000000 | 0.000000
 RMM28020230203 |     280 | 20230203 |    24 |  41850.000000 | 0.000000 | 0.000000
 RMM99120230203 |     991 | 20230203 |    24 |  26844.000000 | 0.000000 | 0.000000
 RMM43120230203 |     431 | 20230203 |    24 |   7530.000000 | 0.000000 | 0.000000
 RMM89820230201 |     898 | 20230201 |    24 |  11429.000000 | 0.000000 | 0.000000
 RMM22020230208 |     220 | 20230208 |    24 |   5862.000000 | 0.000000 | 0.000000
 RMM10020230202 |     100 | 20230202 |    24 |  20468.000000 | 1.000000 | 0.000000
 RMM87120230202 |     871 | 20230202 |    24 |  36731.000000 | 1.000000 | 0.000000
 RMM73120230203 |     731 | 20230203 |    24 |  34763.000000 | 0.000000 | 0.000000
 RMM89120230202 |     891 | 20230202 |    24 |   5569.000000 | 0.000000 | 0.000000
 RMM55120230202 |     551 | 20230202 |    24 |  30657.000000 | 0.000000 | 0.000000
 RMM45120230205 |     451 | 20230205 |    24 |   8313.000000 | 1.000000 | 0.000000
 RMM45120230203 |     451 | 20230203 |    24 |   8159.000000 | 0.000000 | 0.000000
 RMM37120230210 |     371 | 20230210 |     5 |   2164.000000 | 0.000000 | 0.000000
