     ?column?     | prov_cd |  substr  | count |       sum       |      sum       |       sum       |      sum      
 imsVo35120230206 |     351 | 20230206 | 13448 | 29933234.000000 | 29932827.000000 |  290.000000 |   117.000000
 imsVo31120230210 |     311 | 20230210 |    72 |   397332.000000 |   397330.000000 |    0.000000 |     2.000000
 imsVo55120230207 |     551 | 20230207 |  2621 | 35381681.000000 | 35381654.000000 |    4.000000 |    23.000000
 imsVo21020230204 |     210 | 20230204 |  8367 | 17683609.000000 | 17683414.000000 |  138.000000 |    57.000000
 imsVo95120230210 |     951 | 20230210 |    69 |    61610.000000 |    61610.000000 |    0.000000 |     0.000000
 imsVo27020230207 |     270 | 20230207 | 18094 | 39273912.000000 | 39273510.000000 |  377.000000 |    25.000000
 imsVo47120230206 |     471 | 20230206 |  9475 | 19220420.000000 | 19219512.000000 |  169.000000 |   739.000000
 imsVo23020230202 |     230 | 20230202 |  2613 | 34171752.000000 | 34171682.000000 |   48.000000 |    22.000000
 imsVo53120230203 |     531 | 20230203 |  9838 | 79714796.000000 | 79714743.000000 |    0.000000 |    53.000000
 imsVo59120230203 |     591 | 20230203 |  4089 | 34982933.000000 | 34982916.000000 |   12.000000 |     5.000000
 imsVo24020230202 |     240 | 20230202 |  1884 | 25554873.000000 | 25554787.000000 |   48.000000 |    38.000000
 imsVo89120230203 |     891 | 20230203 |  1885 |  3105894.000000 |  3105863.000000 |   31.000000 |     0.000000
 imsVo20020230204 |     200 | 20230204 | 33306 | 72333864.000000 | 72333091.000000 |  620.000000 |   153.000000
 imsVo43120230208 |     431 | 20230208 |  8540 | 17143054.000000 | 17142884.000000 |  121.000000 |    49.000000
 imsVo35120230208 |     351 | 20230208 | 12812 | 28403881.000000 | 28403576.000000 |  244.000000 |    61.000000
 imsVo55120230210 |     551 | 20230210 |    72 |   390802.000000 |   390802.000000 |    0.000000 |     0.000000
 imsVo77120230207 |     771 | 20230207 | 12257 | 25587049.000000 | 25586739.000000 |  303.000000 |     7.000000
 imsVo89120230209 |     891 | 20230209 |  2000 |  3353343.000000 |  3353301.000000 |   36.000000 |     6.000000
 imsVo77120230210 |     771 | 20230210 |   328 |   436452.000000 |   436437.000000 |   15.000000 |     0.000000
 imsVo87120230205 |     871 | 20230205 |  2084 | 27599195.000000 | 27599152.000000 |   26.000000 |    17.000000
 imsVo53120230205 |     531 | 20230205 |  7990 | 64082321.000000 | 64082254.000000 |    0.000000 |    67.000000
 imsVo27020230204 |     270 | 20230204 | 15587 | 33332021.000000 | 33331702.000000 |  299.000000 |    20.000000
 imsVo97120230203 |     971 | 20230203 |   663 |  3830443.000000 |  3830442.000000 |    0.000000 |     1.000000
 imsVo29020230202 |     290 | 20230202 | 14438 | 30881761.000000 | 30879375.000000 |  512.000000 |  1874.000000
 imsVo85120230205 |     851 | 20230205 | 15374 | 31954522.000000 | 31954225.000000 |  292.000000 |     5.000000
 imsVo77120230209 |     771 | 20230209 | 12174 | 25384410.000000 | 25383957.000000 |  432.000000 |    21.000000
 imsVo97120230209 |     971 | 20230209 |   709 |  4239744.000000 |  4239742.000000 |    0.000000 |     2.000000
 imsVo28020230206 |     280 | 20230206 | 36937 | 81053527.000000 | 81052589.000000 |  853.000000 |    85.000000
 imsVo23020230210 |     230 | 20230210 |    76 |   419065.000000 |   419060.000000 |    2.000000 |     3.000000
 imsVo43120230206 |     431 | 20230206 |  8645 | 17351313.000000 | 17351137.000000 |  136.000000 |    40.000000
 imsVo31120230207 |     311 | 20230207 |  3508 | 50775682.000000 | 50774980.000000 |    3.000000 |   699.000000
 imsVo79120230202 |     791 | 20230202 | 11009 | 23365001.000000 | 23359365.000000 |  549.000000 |  5087.000000
 imsVo25020230203 |     250 | 20230203 | 26831 | 59140788.000000 | 59139519.000000 |  732.000000 |   537.000000
 imsVo89820230210 |     898 | 20230210 |   297 |   225243.000000 |   225241.000000 |    2.000000 |     0.000000
 imsVo73120230206 |     731 | 20230206 |  6128 | 53759600.000000 | 53748821.000000 | 2500.000000 |  8279.000000
 imsVo77120230206 |     771 | 20230206 | 12867 | 26912778.000000 | 26912537.000000 |  232.000000 |     9.000000
 imsVo43120230203 |     431 | 20230203 |  7872 | 15732612.000000 | 15728705.000000 |  135.000000 |  3772.000000
 imsVo77120230205 |     771 | 20230205 | 10494 | 21727489.000000 | 21727296.000000 |  190.000000 |     3.000000
 imsVo37120230202 |     371 | 20230202 | 31234 | 66687287.000000 | 66686792.000000 |  482.000000 |    13.000000
 imsVo97120230210 |     971 | 20230210 |    74 |    59386.000000 |    59386.000000 |    0.000000 |     0.000000
 imsVo57120230207 |     571 | 20230207 | 19922 | 44342560.000000 | 44341839.000000 |  535.000000 |   186.000000
 imsVo55120230201 |     551 | 20230201 |  2528 | 34270066.000000 | 34270050.000000 |    1.000000 |    15.000000
 imsVo37120230201 |     371 | 20230201 | 31368 | 67026214.000000 | 67025655.000000 |  516.000000 |    43.000000
 imsVo29020230203 |     290 | 20230203 | 15085 | 32206424.000000 | 32203647.000000 |  430.000000 |  2347.000000
 imsVo79120230206 |     791 | 20230206 | 11792 | 25212304.000000 | 25206320.000000 |  283.000000 |  5701.000000
 imsVo85120230204 |     851 | 20230204 | 15435 | 31962132.000000 | 31961835.000000 |  281.000000 |    16.000000
 imsVo21020230205 |     210 | 20230205 |  7623 | 16037897.000000 | 16037703.000000 |  134.000000 |    60.000000
 imsVo93120230204 |     931 | 20230204 |  4636 | 16395609.000000 | 16395594.000000 |   13.000000 |     2.000000
 imsVo23020230207 |     230 | 20230207 |  2602 | 34085017.000000 | 34084941.000000 |   56.000000 |    20.000000
 imsVo55120230205 |     551 | 20230205 |  2168 | 28953350.000000 | 28953344.000000 |    0.000000 |     6.000000
 imsVo24020230209 |     240 | 20230209 |  1978 | 26874281.000000 | 26874134.000000 |   74.000000 |    73.000000
 imsVo89820230202 |     898 | 20230202 |  4187 |  8228941.000000 |  8228855.000000 |   84.000000 |     2.000000
 imsVo99120230210 |     991 | 20230210 |    98 |   788602.000000 |   788602.000000 |    0.000000 |     0.000000
 imsVo10020230210 |     100 | 20230210 |   128 |   251641.000000 |   245520.000000 | 6120.000000 |     1.000000
 imsVo89120230207 |     891 | 20230207 |  1951 |  3236369.000000 |  3236324.000000 |   41.000000 |     4.000000
 imsVo28020230201 |     280 | 20230201 | 34318 | 75561829.000000 | 75560941.000000 |  795.000000 |    93.000000
 imsVo31120230206 |     311 | 20230206 |  3550 | 51447947.000000 | 51447222.000000 |    5.000000 |   720.000000
 imsVo59120230209 |     591 | 20230209 |  4168 | 35575654.000000 | 35575572.000000 |   13.000000 |    69.000000
 imsVo37120230210 |     371 | 20230210 |   626 |   821796.000000 |   821792.000000 |    3.000000 |     1.000000
 imsVo24020230203 |     240 | 20230203 |  1921 | 26001116.000000 | 26001039.000000 |   55.000000 |    22.000000
 imsVo89120230201 |     891 | 20230201 |  1865 |  3057114.000000 |  3057080.000000 |   32.000000 |     2.000000
 imsVo45120230206 |     451 | 20230206 |  1595 | 21469997.000000 | 21469977.000000 |   18.000000 |     2.000000
 imsVo35120230205 |     351 | 20230205 | 10942 | 23752443.000000 | 23752203.000000 |  239.000000 |     1.000000
 imsVo89120230206 |     891 | 20230206 |  1970 |  3279506.000000 |  3279465.000000 |   39.000000 |     2.000000
 imsVo87120230203 |     871 | 20230203 |  2266 | 29927464.000000 | 29927412.000000 |   32.000000 |    20.000000
 imsVo21020230210 |     210 | 20230210 |   300 |   258894.000000 |   258890.000000 |    1.000000 |     3.000000
 imsVo20020230202 |     200 | 20230202 | 36571 | 80462656.000000 | 80461042.000000 |  671.000000 |   943.000000
 imsVo43120230207 |     431 | 20230207 |  8589 | 17227466.000000 | 17227264.000000 |  168.000000 |    34.000000
 imsVo79120230207 |     791 | 20230207 | 11563 | 24622461.000000 | 24616179.000000 |  259.000000 |  6023.000000
 imsVo10020230202 |     100 | 20230202 |  9124 | 19524504.000000 | 19523801.000000 |  548.000000 |   155.000000
 imsVo45120230208 |     451 | 20230208 |  1574 | 21106182.000000 | 21106040.000000 |   20.000000 |   122.000000
 imsVo22020230209 |     220 | 20230209 |  6170 | 12066080.000000 | 12065869.000000 |  201.000000 |    10.000000
 imsVo59120230208 |     591 | 20230208 |  4226 | 36058768.000000 | 36058684.000000 |   22.000000 |    62.000000
 imsVo47120230210 |     471 | 20230210 |   296 |   185487.000000 |   185485.000000 |    1.000000 |     1.000000
 imsVo10020230208 |     100 | 20230208 | 10146 | 21709942.000000 | 21699955.000000 | 9816.000000 |   171.000000
 imsVo97120230202 |     971 | 20230202 |   658 |  3748706.000000 |  3748705.000000 |    0.000000 |     1.000000
 imsVo29020230205 |     290 | 20230205 | 13141 | 28026071.000000 | 28025368.000000 |  471.000000 |   232.000000
 imsVo89120230202 |     891 | 20230202 |  1864 |  3056639.000000 |  3056601.000000 |   30.000000 |     8.000000
 imsVo85120230210 |     851 | 20230210 |   424 |   699018.000000 |   699012.000000 |    5.000000 |     1.000000
 imsVo99120230205 |     991 | 20230205 |  2066 | 27508170.000000 | 27508142.000000 |   24.000000 |     4.000000
 imsVo35120230209 |     351 | 20230209 | 11548 | 25404846.000000 | 25404591.000000 |  255.000000 |     0.000000
 imsVo55120230203 |     551 | 20230203 |  2530 | 34128327.000000 | 34128312.000000 |    4.000000 |    11.000000
 imsVo47120230205 |     471 | 20230205 |  7590 | 15131384.000000 | 15130532.000000 |  156.000000 |   696.000000
 imsVo43120230209 |     431 | 20230209 |  8458 | 16983513.000000 | 16983362.000000 |  124.000000 |    27.000000
 imsVo95120230209 |     951 | 20230209 |   535 |  5180302.000000 |  5180298.000000 |    1.000000 |     3.000000
 imsVo10020230201 |     100 | 20230201 |  9084 | 19355004.000000 | 19354601.000000 |  253.000000 |   150.000000
 imsVo79120230201 |     791 | 20230201 | 11369 | 24254109.000000 | 24247416.000000 |  303.000000 |  6390.000000
 imsVo10020230207 |     100 | 20230207 | 10004 | 21437478.000000 | 21437093.000000 |  236.000000 |   149.000000
 imsVo45120230201 |     451 | 20230201 |  1464 | 19489686.000000 | 19489667.000000 |   15.000000 |     4.000000
 imsVo10020230203 |     100 | 20230203 |  9463 | 20220051.000000 | 20219655.000000 |  244.000000 |   152.000000
 imsVo89120230210 |     891 | 20230210 |   296 |    73412.000000 |    73412.000000 |    0.000000 |     0.000000
 imsVo95120230205 |     951 | 20230205 |   513 |  4726155.000000 |  4726144.000000 |    2.000000 |     9.000000
 imsVo55120230204 |     551 | 20230204 |  2343 | 31431512.000000 | 31431500.000000 |    0.000000 |    12.000000
 imsVo89820230206 |     898 | 20230206 |  4630 |  9150611.000000 |  9150531.000000 |   76.000000 |     4.000000
 imsVo95120230203 |     951 | 20230203 |   541 |  5344428.000000 |  5344416.000000 |    2.000000 |    10.000000
 imsVo77120230208 |     771 | 20230208 | 12141 | 25341987.000000 | 25341750.000000 |  214.000000 |    23.000000
 imsVo29020230209 |     290 | 20230209 | 14986 | 31936526.000000 | 31933736.000000 |  321.000000 |  2469.000000
 imsVo45120230210 |     451 | 20230210 |    72 |   212393.000000 |   212393.000000 |    0.000000 |     0.000000
 imsVo31120230209 |     311 | 20230209 |  3183 | 45918171.000000 | 45917484.000000 |   10.000000 |   677.000000
 imsVo47120230208 |     471 | 20230208 |  9349 | 18954041.000000 | 18953203.000000 |  157.000000 |   681.000000
 imsVo22020230202 |     220 | 20230202 |  5785 | 11235041.000000 | 11234813.000000 |  179.000000 |    49.000000
 imsVo99120230208 |     991 | 20230208 |  2411 | 32364699.000000 | 32364667.000000 |   24.000000 |     8.000000
 imsVo89120230208 |     891 | 20230208 |  1976 |  3297253.000000 |  3297210.000000 |   38.000000 |     5.000000
 imsVo35120230201 |     351 | 20230201 | 12131 | 26553380.000000 | 26551930.000000 |  237.000000 |  1213.000000
 imsVo43120230202 |     431 | 20230202 |  7774 | 15530339.000000 | 15529834.000000 |  144.000000 |   361.000000
 imsVo57120230205 |     571 | 20230205 | 15799 | 33976599.000000 | 33976011.000000 |  420.000000 |   168.000000
 imsVo53120230201 |     531 | 20230201 |  9426 | 76442251.000000 | 76442218.000000 |    0.000000 |    33.000000
 imsVo59120230205 |     591 | 20230205 |  3333 | 28080314.000000 | 28080291.000000 |   12.000000 |    11.000000
 imsVo29020230210 |     290 | 20230210 |   311 |   358768.000000 |   358761.000000 |    6.000000 |     1.000000
 imsVo73120230210 |     731 | 20230210 |   163 |   726214.000000 |   726166.000000 |   46.000000 |     2.000000
 imsVo89820230207 |     898 | 20230207 |  4628 |  9127713.000000 |  9127374.000000 |   91.000000 |   248.000000
 imsVo97120230208 |     971 | 20230208 |   676 |  4016471.000000 |  4016468.000000 |    1.000000 |     2.000000
 imsVo73120230207 |     731 | 20230207 |  5950 | 52131310.000000 | 52128880.000000 | 2401.000000 |    29.000000
 imsVo27020230202 |     270 | 20230202 | 16298 | 35029124.000000 | 35028796.000000 |  303.000000 |    25.000000
 imsVo25020230205 |     250 | 20230205 | 22773 | 49163016.000000 | 49161786.000000 |  608.000000 |   622.000000
 imsVo59120230202 |     591 | 20230202 |  4101 | 35035818.000000 | 35035800.000000 |   12.000000 |     6.000000
 imsVo47120230201 |     471 | 20230201 |  8431 | 16945297.000000 | 16944404.000000 |  207.000000 |   686.000000
 imsVo89820230208 |     898 | 20230208 |  4625 |  9122526.000000 |  9122452.000000 |   71.000000 |     3.000000
 imsVo47120230204 |     471 | 20230204 |  7764 | 15522447.000000 | 15521612.000000 |  181.000000 |   654.000000
 imsVo23020230208 |     230 | 20230208 |  2583 | 33742983.000000 | 33742912.000000 |   43.000000 |    28.000000
 imsVo23020230206 |     230 | 20230206 |  2713 | 35407005.000000 | 35406926.000000 |   58.000000 |    21.000000
 imsVo57120230208 |     571 | 20230208 | 19803 | 44062263.000000 | 44061536.000000 |  510.000000 |   217.000000
 imsVo85120230202 |     851 | 20230202 | 17012 | 35570256.000000 | 35569949.000000 |  289.000000 |    18.000000
 imsVo20020230203 |     200 | 20230203 | 37047 | 81534720.000000 | 81533690.000000 |  709.000000 |   321.000000
 imsVo27020230203 |     270 | 20230203 | 17121 | 37086818.000000 | 37086432.000000 |  368.000000 |    18.000000
 imsVo85120230207 |     851 | 20230207 | 17853 | 37432618.000000 | 37432246.000000 |  355.000000 |    17.000000
 imsVo93120230201 |     931 | 20230201 |  4816 | 17117012.000000 | 17116983.000000 |   22.000000 |     7.000000
 imsVo77120230201 |     771 | 20230201 | 12459 | 26061447.000000 | 26061182.000000 |  253.000000 |    12.000000
 imsVo97120230206 |     971 | 20230206 |   703 |  4158989.000000 |  4158989.000000 |    0.000000 |     0.000000
 imsVo97120230207 |     971 | 20230207 |   703 |  4167135.000000 |  4167135.000000 |    0.000000 |     0.000000
 imsVo45120230202 |     451 | 20230202 |  1472 | 19579809.000000 | 19579796.000000 |   11.000000 |     2.000000
 imsVo23020230205 |     230 | 20230205 |  2441 | 31670056.000000 | 31670010.000000 |   37.000000 |     9.000000
 imsVo99120230207 |     991 | 20230207 |  2386 | 31969085.000000 | 31969059.000000 |   16.000000 |    10.000000
 imsVo28020230207 |     280 | 20230207 | 34658 | 76616982.000000 | 76616091.000000 |  783.000000 |   108.000000
 imsVo87120230201 |     871 | 20230201 |  2295 | 30422636.000000 | 30422576.000000 |   35.000000 |    25.000000
 imsVo24020230206 |     240 | 20230206 |  2048 | 27924669.000000 | 27924581.000000 |   55.000000 |    33.000000
 imsVo57120230202 |     571 | 20230202 | 18513 | 40512463.000000 | 40511805.000000 |  521.000000 |   137.000000
 imsVo53120230202 |     531 | 20230202 |  9568 | 77568173.000000 | 77568118.000000 |    0.000000 |    55.000000
 imsVo22020230206 |     220 | 20230206 |  6273 | 12259812.000000 | 12259569.000000 |  228.000000 |    15.000000
 imsVo10020230205 |     100 | 20230205 |  7010 | 14785991.000000 | 14785644.000000 |  271.000000 |    76.000000
 imsVo31120230208 |     311 | 20230208 |  3462 | 50108863.000000 | 50108181.000000 |    5.000000 |   677.000000
 imsVo89820230204 |     898 | 20230204 |  4116 |  8070548.000000 |  8070472.000000 |   75.000000 |     1.000000
 imsVo99120230203 |     991 | 20230203 |  2279 | 30586188.000000 | 30586159.000000 |   20.000000 |     9.000000
 imsVo43120230205 |     431 | 20230205 |  7145 | 14123240.000000 | 14122929.000000 |  113.000000 |   198.000000
 imsVo25020230201 |     250 | 20230201 | 25672 | 56830136.000000 | 56828823.000000 |  769.000000 |   544.000000
 imsVo53120230204 |     531 | 20230204 |  9039 | 72869457.000000 | 72869426.000000 |    0.000000 |    31.000000
 imsVo77120230202 |     771 | 20230202 | 12401 | 25918787.000000 | 25918543.000000 |  237.000000 |     7.000000
 imsVo31120230203 |     311 | 20230203 |  3267 | 47348571.000000 | 47347903.000000 |    5.000000 |   663.000000
 imsVo43120230210 |     431 | 20230210 |   296 |   185319.000000 |   185305.000000 |   14.000000 |     0.000000
 imsVo47120230209 |     471 | 20230209 |  8688 | 17543209.000000 | 17542372.000000 |  145.000000 |   692.000000
 imsVo45120230204 |     451 | 20230204 |  1345 | 17546018.000000 | 17545992.000000 |   16.000000 |    10.000000
 imsVo37120230204 |     371 | 20230204 | 30796 | 65350673.000000 | 65350177.000000 |  483.000000 |    13.000000
 imsVo37120230209 |     371 | 20230209 | 31559 | 67481361.000000 | 67480894.000000 |  421.000000 |    46.000000
 imsVo85120230208 |     851 | 20230208 | 17816 | 37142203.000000 | 37141846.000000 |  324.000000 |    33.000000
 imsVo45120230203 |     451 | 20230203 |  1486 | 19628172.000000 | 19628151.000000 |   19.000000 |     2.000000
 imsVo37120230205 |     371 | 20230205 | 28919 | 61300863.000000 | 61300411.000000 |  442.000000 |    10.000000
 imsVo24020230201 |     240 | 20230201 |  1861 | 25056524.000000 | 25056449.000000 |   55.000000 |    20.000000
 imsVo77120230204 |     771 | 20230204 | 10700 | 22154951.000000 | 22154724.000000 |  219.000000 |     8.000000
 imsVo87120230204 |     871 | 20230204 |  2095 | 27623692.000000 | 27623649.000000 |   31.000000 |    12.000000
 imsVo27020230210 |     270 | 20230210 |   316 |   409096.000000 |   409090.000000 |    6.000000 |     0.000000
 imsVo97120230201 |     971 | 20230201 |   652 |  3655331.000000 |  3655329.000000 |    0.000000 |     2.000000
 imsVo95120230207 |     951 | 20230207 |   571 |  5667177.000000 |  5667153.000000 |    6.000000 |    18.000000
 imsVo99120230209 |     991 | 20230209 |  2396 | 32267209.000000 | 32267179.000000 |   19.000000 |    11.000000
 imsVo87120230210 |     871 | 20230210 |    80 |   504264.000000 |   504260.000000 |    0.000000 |     4.000000
 imsVo87120230208 |     871 | 20230208 |  2349 | 31118143.000000 | 31089547.000000 |   43.000000 | 28553.000000
 imsVo95120230208 |     951 | 20230208 |   543 |  5287857.000000 |  5273350.000000 |    3.000000 | 14504.000000
 imsVo28020230208 |     280 | 20230208 | 34288 | 75618779.000000 | 75617881.000000 |  791.000000 |   107.000000
 imsVo79120230208 |     791 | 20230208 | 10947 | 23309291.000000 | 23303746.000000 |  260.000000 |  5285.000000
 imsVo55120230202 |     551 | 20230202 |  2458 | 33105082.000000 | 33105063.000000 |    3.000000 |    16.000000
 imsVo93120230206 |     931 | 20230206 |  5360 | 19182224.000000 | 19182190.000000 |   32.000000 |     2.000000
 imsVo59120230204 |     591 | 20230204 |  3640 | 30863332.000000 | 30863310.000000 |   10.000000 |    12.000000
 imsVo22020230208 |     220 | 20230208 |  6319 | 12378415.000000 | 12378179.000000 |  227.000000 |     9.000000
 imsVo20020230207 |     200 | 20230207 | 38420 | 85150758.000000 | 85149602.000000 |  763.000000 |   393.000000
 imsVo24020230210 |     240 | 20230210 |    72 |   246162.000000 |   246162.000000 |    0.000000 |     0.000000
 imsVo57120230206 |     571 | 20230206 | 20100 | 44816424.000000 | 44815591.000000 |  560.000000 |   273.000000
 imsVo57120230210 |     571 | 20230210 |   367 |   613496.000000 |   613477.000000 |   11.000000 |     8.000000
 imsVo87120230209 |     871 | 20230209 |  2316 | 30649174.000000 | 30649098.000000 |   41.000000 |    35.000000
 imsVo57120230204 |     571 | 20230204 | 16766 | 36338841.000000 | 36338288.000000 |  417.000000 |   136.000000
 imsVo43120230201 |     431 | 20230201 |  7652 | 15274675.000000 | 15272405.000000 |  117.000000 |  2153.000000
 imsVo25020230202 |     250 | 20230202 | 25485 | 56619075.000000 | 56617723.000000 |  805.000000 |   547.000000
 imsVo24020230204 |     240 | 20230204 |  1708 | 22919253.000000 | 22919205.000000 |   38.000000 |    10.000000
 imsVo45120230205 |     451 | 20230205 |  1355 | 17718561.000000 | 17703615.000000 |   14.000000 | 14932.000000
 imsVo95120230202 |     951 | 20230202 |   534 |  5103318.000000 |  5103305.000000 |    6.000000 |     7.000000
 imsVo37120230208 |     371 | 20230208 | 32679 | 70116738.000000 | 70116159.000000 |  447.000000 |   132.000000
 imsVo37120230203 |     371 | 20230203 | 32516 | 69819037.000000 | 69818476.000000 |  550.000000 |    11.000000
 imsVo22020230205 |     220 | 20230205 |  4604 |  8771974.000000 |  8771767.000000 |  173.000000 |    34.000000
 imsVo22020230204 |     220 | 20230204 |  5100 |  9825685.000000 |  9825490.000000 |  151.000000 |    44.000000
 imsVo21020230201 |     210 | 20230201 |  9822 | 20846938.000000 | 20846742.000000 |  164.000000 |    32.000000
 imsVo89820230203 |     898 | 20230203 |  4237 |  8317401.000000 |  8317330.000000 |   70.000000 |     1.000000
 imsVo87120230206 |     871 | 20230206 |  2386 | 31771681.000000 | 31771622.000000 |   34.000000 |    25.000000
 imsVo21020230209 |     210 | 20230209 | 10836 | 23325211.000000 | 23324955.000000 |  148.000000 |   108.000000
 imsVo22020230201 |     220 | 20230201 |  5721 | 11112433.000000 | 11112200.000000 |  211.000000 |    22.000000
 imsVo99120230201 |     991 | 20230201 |  2246 | 30114923.000000 | 30114888.000000 |   25.000000 |    10.000000
 imsVo93120230202 |     931 | 20230202 |  4974 | 17691569.000000 | 17691538.000000 |   25.000000 |     6.000000
 imsVo73120230204 |     731 | 20230204 |  5035 | 43664602.000000 | 43662533.000000 | 2055.000000 |    14.000000
 imsVo57120230209 |     571 | 20230209 | 19665 | 43753849.000000 | 43753101.000000 |  553.000000 |   195.000000
 imsVo31120230202 |     311 | 20230202 |  3191 | 46011400.000000 | 46010747.000000 |    5.000000 |   648.000000
 imsVo25020230210 |     250 | 20230210 |   398 |   709824.000000 |   709455.000000 |  369.000000 |     0.000000
 imsVo20020230210 |     200 | 20230210 |   888 |  1593178.000000 |  1592820.000000 |  353.000000 |     5.000000
 imsVo73120230205 |     731 | 20230205 |  4853 | 41886320.000000 | 41884231.000000 | 2070.000000 |    19.000000
 imsVo93120230209 |     931 | 20230209 |  5004 | 17796058.000000 | 17795987.000000 |   30.000000 |    41.000000
 imsVo53120230206 |     531 | 20230206 | 10847 | 88056509.000000 | 88056465.000000 |    0.000000 |    44.000000
 imsVo95120230206 |     951 | 20230206 |   568 |  5676734.000000 |  5676707.000000 |   10.000000 |    17.000000
 imsVo31120230204 |     311 | 20230204 |  3005 | 43212698.000000 | 43212105.000000 |    3.000000 |   590.000000
 imsVo35120230202 |     351 | 20230202 | 12003 | 26187616.000000 | 26186169.000000 |  235.000000 |  1212.000000
 imsVo24020230205 |     240 | 20230205 |  1608 | 21275435.000000 | 21275380.000000 |   35.000000 |    20.000000
 imsVo53120230207 |     531 | 20230207 | 10470 | 85032920.000000 | 85032826.000000 |    0.000000 |    94.000000
 imsVo99120230204 |     991 | 20230204 |  2114 | 28176312.000000 | 28176281.000000 |   24.000000 |     7.000000
 imsVo89120230204 |     891 | 20230204 |  1696 |  2721386.000000 |  2721358.000000 |   27.000000 |     1.000000
 imsVo24020230208 |     240 | 20230208 |  2022 | 27638229.000000 | 27638135.000000 |   47.000000 |    47.000000
(310 rows)

   ?column?    | prov_cd |  substr  | count |       sum       |      sum       |     sum      
---------------+---------+----------+-------+-----------------+----------------+--------------
 Mo53120230208 |     531 | 20230208 |  1590 | 17842011.000000 | 1894960.000000 | 21642.000000
 Mo25020230204 |     250 | 20230204 |  1600 | 13131562.000000 |  146321.000000 |    82.000000
 Mo23020230209 |     230 | 20230209 |   575 |  4953636.000000 |       0.000000 |     0.000000
 Mo27020230209 |     270 | 20230209 |   592 | 10409273.000000 |   90825.000000 |   421.000000
 Mo37120230206 |     371 | 20230206 |  1098 | 12526338.000000 |       0.000000 |   752.000000
 Mo97120230208 |     971 | 20230208 |  1106 |   478379.000000 |       0.000000 |    13.000000
 Mo89120230210 |     891 | 20230210 |    26 |    21533.000000 |       2.000000 |     0.000000
 Mo89120230201 |     891 | 20230201 |    97 |   203722.000000 |      92.000000 |     0.000000
 Mo85120230203 |     851 | 20230203 |  2885 |  3816924.000000 |     541.000000 |     0.000000
 Mo10020230201 |     100 | 20230201 |  4476 |  4424383.000000 |       0.000000 |     0.000000
 Mo47120230209 |     471 | 20230209 |  1580 |  2247550.000000 |       0.000000 |     3.000000
 Mo23020230201 |     230 | 20230201 |   575 |  4673238.000000 |       0.000000 |     0.000000
 Mo31120230204 |     311 | 20230204 |   968 | 11191741.000000 |     148.000000 |     0.000000
 Mo29020230210 |     290 | 20230210 |   141 |   298956.000000 |       0.000000 |     0.000000
 Mo57120230205 |     571 | 20230205 |  1734 |  4516883.000000 |  314712.000000 |     0.000000
 Mo95120230206 |     951 | 20230206 |   578 |   918426.000000 |       0.000000 |     0.000000
 Mo89820230203 |     898 | 20230203 |   554 |  2311691.000000 |       0.000000 |    49.000000
 Mo45120230201 |     451 | 20230201 |  1872 |  3518473.000000 |     474.000000 |     0.000000
 Mo25020230206 |     250 | 20230206 |  1719 | 16519977.000000 |  169809.000000 |   137.000000
 Mo85120230205 |     851 | 20230205 |  2883 |  3048810.000000 |      94.000000 |     0.000000
 Mo24020230206 |     240 | 20230206 |   144 |        0.000000 |       0.000000 |     0.000000
 Mo85120230209 |     851 | 20230209 |  2647 |  4178567.000000 |      47.000000 |     0.000000
 Mo47120230205 |     471 | 20230205 |  1582 |  1881900.000000 |       0.000000 |     0.000000
 Mo89820230205 |     898 | 20230205 |   557 |  2212480.000000 |       0.000000 |    19.000000
 Mo47120230203 |     471 | 20230203 |  1582 |  2103187.000000 |       0.000000 |     0.000000
 Mo95120230204 |     951 | 20230204 |   578 |   741366.000000 |       1.000000 |     0.000000
 Mo53120230201 |     531 | 20230201 |  1543 | 15940645.000000 | 2855749.000000 |   916.000000
 Mo59120230203 |     591 | 20230203 |   340 |   296936.000000 |       0.000000 |     0.000000
 Mo55120230203 |     551 | 20230203 |   855 |  5213049.000000 |       0.000000 |   167.000000
 Mo21020230202 |     210 | 20230202 |   746 |    12025.000000 |       0.000000 |     0.000000
 Mo31120230201 |     311 | 20230201 |   929 | 10526588.000000 |     319.000000 |     0.000000
 Mo87120230208 |     871 | 20230208 |   716 |  4507140.000000 |      45.000000 |   258.000000
 Mo93120230208 |     931 | 20230208 |   789 |  2831585.000000 |       0.000000 |     0.000000
 Mo77120230207 |     771 | 20230207 |  1789 |  2881814.000000 |    2829.000000 |    73.000000
 Mo24020230210 |     240 | 20230210 |    37 |        0.000000 |       0.000000 |     0.000000
 Mo20020230202 |     200 | 20230202 |  1274 |       45.000000 |       0.000000 |     0.000000
 Mo20020230204 |     200 | 20230204 |  1275 |       24.000000 |       0.000000 |     0.000000
 Mo45120230206 |     451 | 20230206 |  1872 |  3962245.000000 |     319.000000 |     0.000000
 Mo93120230205 |     931 | 20230205 |   742 |  2593817.000000 |       0.000000 |     0.000000
 Mo59120230201 |     591 | 20230201 |   356 |   307847.000000 |       0.000000 |     0.000000
 Mo45120230204 |     451 | 20230204 |  1875 |  4230754.000000 |     336.000000 |     0.000000
 Mo95120230208 |     951 | 20230208 |   608 |  1238839.000000 |       0.000000 |     0.000000
